timestamp,object_id,comment,plain,mystyle
1376071260097.0,120003333,"",true,
1375042324873.0,120020328,"their dicks are too small",false,
1372709330160.0,120059379,"","",
1376340907626.0,120020328,"h",true,
1376417203169.0,120059379,"it is pretty",false,
1369588982120.0,120020328,"because its old",true,
1365350302188.0,120020328,"lines",true,
1376768455532.0,120003333,"","",
1365785675223.0,120025572,"to much",false,
1375725905676.0,120020328,"",false,
1374266502693.0,120003333,"",false,
1374782013060.0,120024343,"",true,
1372625963954.0,120020328,"",true,
1372438366702.0,120003333,"",false,
1374437961121.0,120059379,"not very colorful",true,
1372530198627.0,120023673,"",true,
1376242352927.0,120003333,"on the bottom is like that it has ice inside",false,
1363878785435.0,120023673,"kind of like track hurdles on a treadmill",true,false
1363533561699.0,120024343,"I like the bold contrasting colors.",false,true
1363191022689.0,120059379,"its gold",false,false
1374427059834.0,120003333,"to see through",true,
1372874903549.0,120023673,"",true,
1376166388607.0,120023673,"",true,
1363375879195.0,120020328,"kewl",false,true
1375038127641.0,120059379,"",true,
1364061271337.0,120003333,"Too much going on",false,
1375987113386.0,120023673,"",true,
1374866396199.0,120003333,"","",
1374865089548.0,120003333,"there is nothing that stands out, and does not incoporate precious jewls and or precious metals",true,
1375902079846.0,120023673,"",false,
1372531261883.0,120024343,"not my colors","",
1376763237217.0,120025572,"",false,
1376673273954.0,120024343,"",false,
1364914616116.0,120003333,"tooo much going on",false,
1367694461115.0,120059379,"penis",true,
1364750124890.0,120003333,"its very green snd ettiqutte",false,
1373917902783.0,120020328,"",false,
1376503761287.0,120059379,"because t ismplain",true,
1369757777041.0,120023673,"tooooooooo simple",true,
1374852375813.0,120023673,"",false,
1372365149454.0,120025572,"",false,
1364242230646.0,120023673,"qqqqqqwwweerrrtttyyuuiiooppaassddffgghhjjkkllzzxxccvvbbnnm","",
1372881056297.0,120020328,"",true,
1372549779072.0,120023673,"","",
1375808392896.0,120024343,"good",false,
1375042482830.0,120024343,"",false,
1374268302535.0,120023673,"nicematerials",true,
1374594387040.0,120020328,"fatti miei",true,
1372451851331.0,120059379,"","",
1376583174227.0,120024343,"it reminds me a lot of the PA Dutch :)",true,
1374611605993.0,120023673,"",true,
1369513761969.0,120024343,"over it!",true,
1372950752682.0,120059379,":(;;5)",false,
1373144829043.0,120025572,"",false,
1375116134076.0,120024343,"",true,
1372526787904.0,120023673,"",false,
1375731923413.0,120023673,"",true,
1369502842189.0,120020328,"To plain and dark",false,
1368975532389.0,120023673,"it's cool",false,
1373051562711.0,120023673,"","",
1372279477944.0,120003333,"",true,
1374687203921.0,120025572,"the inticrete detilinh",false,
1375026408983.0,120023673,"",false,
1372535194275.0,120025572,"",true,
1372445277725.0,120023673,"","",
1365106080682.0,120059379,"it brings out emotions that cannit be tapped eith just plaim white.",true,
1376177811170.0,120023673,"",true,
1372621562284.0,120025572,"too busy",false,
1372453762733.0,120020328,"",true,
1375110872791.0,120024343,"",false,
1372708889779.0,120059379,"","",
1374592607210.0,120023673,"",true,
1372446937585.0,120024343,"",false,
1374094444870.0,120024343,"","",
1374687664291.0,120003333,"",false,
1374690818298.0,120020328,"l
ngcjfjg","",
1376069098108.0,120025572,"bbb",true,
1363477950527.0,120003333,"the cup is a map and it has flower petles",false,true
1376585442839.0,120020328,"pretty greek",false,
1372779562145.0,120024343,"","",
1372260575347.0,120024343,"","",
1372348378635.0,120059379,"",false,
1372780067665.0,120003333,"",true,
1376065845958.0,120025572,"",true,
1372783056589.0,120003333,"",false,
1373124270460.0,120059379,"l think it is plain.",true,
1376667676274.0,120025572,"vulgar and crude',!",false,
1363111815929.0,120025572,"because it si cool",false,true
1364488977377.0,120023673,"i just like",false,
1374511828660.0,120024343,"",false,
1372357029330.0,120059379,"pleasimg",false,
1368821646068.0,120023673,"i am fancy",false,
1372623057978.0,120003333,"",false,
1363279975564.0,120023673,"functional",true,true
1374177628464.0,120024343,"",true,
1374864937777.0,120020328,"",true,
1374086593348.0,120003333,"",true,
1374247522720.0,120025572,"",false,
1367695713848.0,120024343,"its just not fancy",true,
1372869459807.0,120025572,"",false,
1372455786108.0,120003333,"",true,
1364237554882.0,120059379,"its simple but shiny",true,
1364412164510.0,120020328,"becaus its boring and dumb",true,
1363114913043.0,120023673,"fancy",false,true
1364832301752.0,120003333,"to glass like",true,
1372353946464.0,120003333,"color",true,
1374344416707.0,120059379,"","",
1372258639176.0,120003333,"i like the glass stuff and it is pretty",false,
1373058644589.0,120024343,"simple material and design",true,
1369669776996.0,120024343,"the colors",false,
1372869515631.0,120023673,"",true,
1375126247947.0,120059379,"",false,
1376419918772.0,120003333,"",true,
1376085910036.0,120025572,"no gold and plain white",true,
1374275274358.0,120023673,"",true,
1372465111428.0,120020328,"messingwith the greeks",true,
1376419037738.0,120059379,"",true,
1376326280786.0,120003333,"",false,
1376503175103.0,120024343,"","",
1363207476876.0,120024343,"morals on a food dish is a turn off",true,false
1364922184783.0,120003333,"it was his hat mr krabs he was number one",true,
1364661271783.0,120024343,"aren

bligia",true,
1374271672437.0,120003333,"",false,
1374349230340.0,120059379,"simple clean lines",true,
1375115029696.0,120003333,"",true,
1372620052026.0,120020328,"",false,
1374605457382.0,120023673,"",true,
1376085939173.0,120024343,"because it has color",false,
1365269043320.0,120020328,"i like vases  and boobies",true,
1372458121623.0,120024343,"its too fancy",false,
1375899323461.0,120003333,"need more fancy one",true,
1372527722240.0,120024343,"",false,
1368225012670.0,120023673,"idk",true,
1375809622445.0,120024343,"","",
